alert_id,vehicle_id,alert_date,alert_type,severity,resolved,fault_code,alert_year,alert_month,status
782,VH115,2022-01-26,Engine Warning,LOW,1,P0420,2022,1,Resolved
783,VH357,2022-01-27,Abs Fault,LOW,1,P0217,2022,1,Resolved
784,VH154,2022-01-27,Abs Fault,LOW,0,UNKNOWN,2022,1,Open
785,VH353,2022-01-28,Overheating,MEDIUM,1,B0020,2022,1,Resolved
786,VH161,2022-01-28,Oil Level Low,MEDIUM,1,P0300,2022,1,Resolved
787,VH151,2022-01-29,Engine Warning,MEDIUM,1,C0031,2022,1,Resolved
788,VH442,2022-01-29,Overheating,LOW,1,P0420,2022,1,Resolved
789,VH199,2022-01-30,Overheating,LOW,0,P0217,2022,1,Open
790,VH480,2022-01-30,Battery Low,HIGH,1,P0300,2022,1,Resolved
791,VH393,2022-01-31,Brake Wear,MEDIUM,0,UNKNOWN,2022,1,Open
792,VH272,2022-01-31,Battery Low,MEDIUM,1,P0300,2022,1,Resolved
793,VH457,2022-02-01,Overheating,MEDIUM,1,B0020,2022,2,Resolved
794,VH428,2022-02-01,Oil Level Low,MEDIUM,1,UNKNOWN,2022,2,Resolved
795,VH235,2022-02-02,Abs Fault,MEDIUM,1,P0420,2022,2,Resolved
796,VH028,2022-02-02,Brake Wear,MEDIUM,0,P0300,2022,2,Open
797,VH407,2022-02-03,Overheating,MEDIUM,1,C0031,2022,2,Resolved
798,VH140,2022-02-03,Brake Wear,MEDIUM,0,P0420,2022,2,Open
799,VH042,2022-02-04,Oil Level Low,MEDIUM,0,P0420,2022,2,Open
800,VH009,2022-02-04,Engine Warning,MEDIUM,0,P0217,2022,2,Open
801,VH058,2022-02-05,Engine Warning,LOW,0,P0420,2022,2,Open
802,VH365,2022-02-05,Overheating,MEDIUM,1,P0300,2022,2,Resolved
803,VH332,2022-02-06,Overheating,HIGH,0,B0020,2022,2,Open
804,VH201,2022-02-06,Battery Low,MEDIUM,0,P0300,2022,2,Open
805,VH147,2022-02-07,Overheating,MEDIUM,0,UNKNOWN,2022,2,Open
806,VH164,2022-02-07,Engine Warning,MEDIUM,1,P0420,2022,2,Resolved
807,VH481,2022-02-08,Engine Warning,HIGH,1,C0031,2022,2,Resolved
808,VH333,2022-02-08,Battery Low,MEDIUM,1,UNKNOWN,2022,2,Resolved
809,VH066,2022-02-09,Abs Fault,MEDIUM,1,C0031,2022,2,Resolved
810,VH360,2022-02-09,Oil Level Low,LOW,1,UNKNOWN,2022,2,Resolved
811,VH057,2022-02-10,Brake Wear,HIGH,0,P0300,2022,2,Open
812,VH313,2022-02-10,Engine Warning,MEDIUM,1,P0300,2022,2,Resolved
813,VH108,2022-02-11,Brake Wear,MEDIUM,0,P0300,2022,2,Open
814,VH281,2022-02-11,Overheating,HIGH,1,P0300,2022,2,Resolved
815,VH141,2022-02-12,Overheating,MEDIUM,1,P0217,2022,2,Resolved
816,VH187,2022-02-12,Abs Fault,MEDIUM,1,P0300,2022,2,Resolved
817,VH269,2022-02-13,Oil Level Low,HIGH,1,P0217,2022,2,Resolved
818,VH481,2022-02-13,Abs Fault,MEDIUM,1,P0420,2022,2,Resolved
819,VH155,2022-02-14,Brake Wear,MEDIUM,0,P0300,2022,2,Open
820,VH424,2022-02-14,Engine Warning,LOW,1,P0300,2022,2,Resolved
821,VH229,2022-02-15,Battery Low,LOW,1,C0031,2022,2,Resolved
822,VH083,2022-02-15,Engine Warning,MEDIUM,1,P0420,2022,2,Resolved
823,VH342,2022-02-16,Brake Wear,LOW,0,P0420,2022,2,Open
824,VH180,2022-02-16,Brake Wear,MEDIUM,1,P0300,2022,2,Resolved
825,VH145,2022-02-17,Engine Warning,LOW,0,P0420,2022,2,Open
826,VH179,2022-02-17,Engine Warning,LOW,0,B0020,2022,2,Open
827,VH002,2022-02-18,Oil Level Low,LOW,1,UNKNOWN,2022,2,Resolved
828,VH140,2022-02-18,Overheating,HIGH,0,C0031,2022,2,Open
829,VH225,2022-02-19,Abs Fault,HIGH,1,UNKNOWN,2022,2,Resolved
830,VH156,2022-02-19,Oil Level Low,MEDIUM,1,B0020,2022,2,Resolved
831,VH474,2022-02-20,Engine Warning,HIGH,0,P0300,2022,2,Open
832,VH409,2022-02-20,Engine Warning,MEDIUM,1,C0031,2022,2,Resolved
833,VH220,2022-02-21,Battery Low,MEDIUM,0,UNKNOWN,2022,2,Open
834,VH223,2022-02-21,Overheating,MEDIUM,0,C0031,2022,2,Open
835,VH492,2022-02-22,Abs Fault,LOW,1,C0031,2022,2,Resolved
836,VH159,2022-02-22,Abs Fault,MEDIUM,1,B0020,2022,2,Resolved
837,VH411,2022-02-23,Battery Low,LOW,1,P0217,2022,2,Resolved
838,VH499,2022-02-23,Overheating,LOW,1,C0031,2022,2,Resolved
839,VH364,2022-02-24,Overheating,MEDIUM,1,B0020,2022,2,Resolved
840,VH443,2022-02-24,Brake Wear,MEDIUM,1,UNKNOWN,2022,2,Resolved
841,VH257,2022-02-25,Overheating,HIGH,1,P0217,2022,2,Resolved
842,VH035,2022-02-25,Abs Fault,LOW,1,B0020,2022,2,Resolved
843,VH353,2022-02-26,Engine Warning,LOW,0,B0020,2022,2,Open
844,VH001,2022-02-26,Overheating,MEDIUM,1,B0020,2022,2,Resolved
845,VH009,2022-02-27,Oil Level Low,HIGH,0,C0031,2022,2,Open
846,VH417,2022-02-27,Brake Wear,LOW,0,P0300,2022,2,Open
847,VH044,2022-02-28,Battery Low,LOW,0,UNKNOWN,2022,2,Open
848,VH053,2022-02-28,Abs Fault,MEDIUM,1,C0031,2022,2,Resolved
849,VH229,2022-03-01,Overheating,MEDIUM,1,UNKNOWN,2022,3,Resolved
850,VH175,2022-03-01,Battery Low,LOW,1,UNKNOWN,2022,3,Resolved
851,VH463,2022-03-02,Engine Warning,HIGH,1,C0031,2022,3,Resolved
852,VH207,2022-03-02,Battery Low,HIGH,1,C0031,2022,3,Resolved
853,VH113,2022-03-03,Overheating,LOW,0,UNKNOWN,2022,3,Open
854,VH221,2022-03-03,Battery Low,MEDIUM,1,P0217,2022,3,Resolved
855,VH489,2022-03-04,Engine Warning,MEDIUM,1,P0217,2022,3,Resolved
856,VH085,2022-03-04,Overheating,LOW,1,B0020,2022,3,Resolved
857,VH046,2022-03-05,Battery Low,LOW,1,P0420,2022,3,Resolved
858,VH274,2022-03-05,Battery Low,HIGH,0,UNKNOWN,2022,3,Open
859,VH251,2022-03-06,Engine Warning,MEDIUM,1,UNKNOWN,2022,3,Resolved
860,VH400,2022-03-06,Oil Level Low,LOW,0,P0300,2022,3,Open
861,VH477,2022-03-07,Oil Level Low,HIGH,1,B0020,2022,3,Resolved
862,VH489,2022-03-07,Brake Wear,MEDIUM,0,UNKNOWN,2022,3,Open
863,VH219,2022-03-08,Engine Warning,MEDIUM,1,P0300,2022,3,Resolved
864,VH187,2022-03-08,Oil Level Low,MEDIUM,0,P0217,2022,3,Open
865,VH124,2022-03-09,Battery Low,HIGH,1,C0031,2022,3,Resolved
866,VH335,2022-03-09,Engine Warning,MEDIUM,1,P0300,2022,3,Resolved
867,VH308,2022-03-10,Battery Low,MEDIUM,1,P0300,2022,3,Resolved
868,VH437,2022-03-10,Battery Low,MEDIUM,1,P0217,2022,3,Resolved
869,VH444,2022-03-11,Brake Wear,HIGH,0,B0020,2022,3,Open
870,VH111,2022-03-11,Abs Fault,LOW,1,C0031,2022,3,Resolved
871,VH265,2022-03-12,Brake Wear,HIGH,1,C0031,2022,3,Resolved
872,VH284,2022-03-12,Overheating,LOW,1,B0020,2022,3,Resolved
873,VH066,2022-03-13,Abs Fault,HIGH,0,UNKNOWN,2022,3,Open
874,VH213,2022-03-13,Engine Warning,MEDIUM,1,P0217,2022,3,Resolved
875,VH331,2022-03-14,Oil Level Low,LOW,1,UNKNOWN,2022,3,Resolved
876,VH352,2022-03-14,Brake Wear,MEDIUM,1,P0217,2022,3,Resolved
877,VH278,2022-03-15,Engine Warning,HIGH,1,P0300,2022,3,Resolved
878,VH035,2022-03-15,Brake Wear,MEDIUM,0,P0420,2022,3,Open
879,VH106,2022-03-16,Oil Level Low,HIGH,1,P0420,2022,3,Resolved
880,VH425,2022-03-16,Brake Wear,HIGH,1,P0217,2022,3,Resolved
881,VH208,2022-03-17,Overheating,HIGH,0,B0020,2022,3,Open
882,VH159,2022-03-17,Engine Warning,MEDIUM,1,UNKNOWN,2022,3,Resolved
883,VH191,2022-03-18,Abs Fault,MEDIUM,1,B0020,2022,3,Resolved
884,VH315,2022-03-18,Abs Fault,MEDIUM,1,P0420,2022,3,Resolved
885,VH138,2022-03-19,Engine Warning,HIGH,1,UNKNOWN,2022,3,Resolved
886,VH360,2022-03-19,Battery Low,LOW,1,B0020,2022,3,Resolved
887,VH036,2022-03-20,Abs Fault,HIGH,1,B0020,2022,3,Resolved
888,VH213,2022-03-20,Abs Fault,LOW,0,UNKNOWN,2022,3,Open
889,VH328,2022-03-21,Overheating,HIGH,1,C0031,2022,3,Resolved
890,VH047,2022-03-21,Brake Wear,LOW,1,UNKNOWN,2022,3,Resolved
891,VH490,2022-03-22,Battery Low,HIGH,0,B0020,2022,3,Open
892,VH442,2022-03-22,Brake Wear,MEDIUM,0,C0031,2022,3,Open
893,VH236,2022-03-23,Overheating,MEDIUM,0,UNKNOWN,2022,3,Open
894,VH047,2022-03-23,Battery Low,LOW,1,C0031,2022,3,Resolved
895,VH097,2022-03-24,Oil Level Low,MEDIUM,1,UNKNOWN,2022,3,Resolved
896,VH232,2022-03-24,Engine Warning,MEDIUM,0,P0420,2022,3,Open
897,VH022,2022-03-25,Overheating,LOW,1,C0031,2022,3,Resolved
898,VH414,2022-03-25,Overheating,HIGH,0,P0217,2022,3,Open
899,VH407,2022-03-26,Brake Wear,HIGH,0,P0300,2022,3,Open
900,VH372,2022-03-26,Oil Level Low,LOW,1,C0031,2022,3,Resolved
901,VH463,2022-03-27,Oil Level Low,LOW,1,P0217,2022,3,Resolved
902,VH303,2022-03-27,Abs Fault,LOW,1,P0217,2022,3,Resolved
903,VH124,2022-03-28,Overheating,HIGH,1,B0020,2022,3,Resolved
904,VH235,2022-03-28,Overheating,HIGH,0,P0217,2022,3,Open
905,VH182,2022-03-29,Engine Warning,MEDIUM,0,B0020,2022,3,Open
906,VH218,2022-03-29,Oil Level Low,MEDIUM,1,P0217,2022,3,Resolved
907,VH400,2022-03-30,Overheating,MEDIUM,1,UNKNOWN,2022,3,Resolved
908,VH266,2022-03-30,Engine Warning,MEDIUM,0,P0420,2022,3,Open
909,VH164,2022-03-31,Brake Wear,HIGH,1,P0420,2022,3,Resolved
910,VH284,2022-03-31,Oil Level Low,LOW,1,P0420,2022,3,Resolved
911,VH170,2022-04-01,Battery Low,MEDIUM,1,UNKNOWN,2022,4,Resolved
912,VH474,2022-04-01,Battery Low,HIGH,1,P0420,2022,4,Resolved
913,VH095,2022-04-02,Overheating,MEDIUM,1,P0217,2022,4,Resolved
914,VH466,2022-04-02,Overheating,HIGH,1,UNKNOWN,2022,4,Resolved
915,VH145,2022-04-03,Abs Fault,HIGH,0,C0031,2022,4,Open
916,VH304,2022-04-03,Engine Warning,MEDIUM,0,C0031,2022,4,Open
917,VH308,2022-04-04,Overheating,LOW,0,P0420,2022,4,Open
918,VH096,2022-04-04,Overheating,MEDIUM,1,P0420,2022,4,Resolved
919,VH188,2022-04-05,Engine Warning,HIGH,0,P0217,2022,4,Open
920,VH423,2022-04-05,Battery Low,HIGH,1,UNKNOWN,2022,4,Resolved
921,VH051,2022-04-06,Engine Warning,MEDIUM,1,C0031,2022,4,Resolved
922,VH307,2022-04-06,Abs Fault,MEDIUM,1,UNKNOWN,2022,4,Resolved
923,VH133,2022-04-07,Abs Fault,LOW,1,B0020,2022,4,Resolved
924,VH362,2022-04-07,Oil Level Low,HIGH,0,P0420,2022,4,Open
925,VH119,2022-04-08,Oil Level Low,MEDIUM,0,P0300,2022,4,Open
926,VH477,2022-04-08,Overheating,HIGH,1,P0300,2022,4,Resolved
927,VH064,2022-04-09,Overheating,MEDIUM,0,P0300,2022,4,Open
928,VH420,2022-04-09,Abs Fault,MEDIUM,1,P0217,2022,4,Resolved
929,VH423,2022-04-10,Battery Low,HIGH,0,B0020,2022,4,Open
930,VH370,2022-04-10,Battery Low,LOW,0,P0420,2022,4,Open
931,VH267,2022-04-11,Brake Wear,HIGH,0,P0217,2022,4,Open
932,VH225,2022-04-11,Oil Level Low,HIGH,1,C0031,2022,4,Resolved
933,VH054,2022-04-12,Oil Level Low,LOW,0,C0031,2022,4,Open
934,VH004,2022-04-12,Abs Fault,HIGH,1,P0420,2022,4,Resolved
935,VH304,2022-04-13,Brake Wear,HIGH,1,UNKNOWN,2022,4,Resolved
936,VH055,2022-04-13,Brake Wear,LOW,1,P0420,2022,4,Resolved
937,VH033,2022-04-14,Oil Level Low,HIGH,1,P0300,2022,4,Resolved
938,VH129,2022-04-14,Overheating,HIGH,1,B0020,2022,4,Resolved
939,VH213,2022-04-15,Oil Level Low,HIGH,1,P0300,2022,4,Resolved
940,VH465,2022-04-15,Brake Wear,HIGH,0,B0020,2022,4,Open
941,VH418,2022-04-16,Battery Low,LOW,1,P0217,2022,4,Resolved
942,VH029,2022-04-16,Engine Warning,HIGH,1,P0217,2022,4,Resolved
943,VH195,2022-04-17,Battery Low,LOW,1,UNKNOWN,2022,4,Resolved
944,VH369,2022-04-17,Abs Fault,LOW,0,B0020,2022,4,Open
945,VH408,2022-04-18,Battery Low,MEDIUM,1,P0217,2022,4,Resolved
946,VH482,2022-04-18,Brake Wear,LOW,1,B0020,2022,4,Resolved
947,VH066,2022-04-19,Oil Level Low,HIGH,0,UNKNOWN,2022,4,Open
948,VH095,2022-04-19,Abs Fault,MEDIUM,0,UNKNOWN,2022,4,Open
949,VH488,2022-04-20,Brake Wear,HIGH,1,UNKNOWN,2022,4,Resolved
950,VH127,2022-04-20,Brake Wear,LOW,0,P0217,2022,4,Open
951,VH071,2022-04-21,Abs Fault,HIGH,1,UNKNOWN,2022,4,Resolved
952,VH243,2022-04-21,Abs Fault,LOW,1,C0031,2022,4,Resolved
953,VH349,2022-04-22,Abs Fault,MEDIUM,1,P0420,2022,4,Resolved
954,VH061,2022-04-22,Overheating,HIGH,1,P0217,2022,4,Resolved
955,VH243,2022-04-23,Abs Fault,HIGH,1,P0217,2022,4,Resolved
956,VH203,2022-04-23,Overheating,MEDIUM,0,C0031,2022,4,Open
957,VH427,2022-04-24,Engine Warning,LOW,1,P0300,2022,4,Resolved
958,VH373,2022-04-24,Overheating,LOW,0,UNKNOWN,2022,4,Open
959,VH089,2022-04-25,Engine Warning,LOW,1,P0217,2022,4,Resolved
960,VH211,2022-04-25,Battery Low,MEDIUM,1,C0031,2022,4,Resolved
961,VH331,2022-04-26,Battery Low,LOW,1,C0031,2022,4,Resolved
962,VH045,2022-04-26,Brake Wear,MEDIUM,0,UNKNOWN,2022,4,Open
963,VH291,2022-04-27,Battery Low,HIGH,0,C0031,2022,4,Open
964,VH289,2022-04-27,Overheating,HIGH,1,B0020,2022,4,Resolved
965,VH069,2022-04-28,Overheating,MEDIUM,1,C0031,2022,4,Resolved
966,VH483,2022-04-28,Overheating,MEDIUM,0,C0031,2022,4,Open
967,VH195,2022-04-29,Oil Level Low,MEDIUM,1,P0217,2022,4,Resolved
968,VH223,2022-04-29,Overheating,LOW,0,B0020,2022,4,Open
969,VH140,2022-04-30,Abs Fault,HIGH,1,P0300,2022,4,Resolved
970,VH324,2022-04-30,Brake Wear,MEDIUM,1,B0020,2022,4,Resolved
971,VH160,2022-05-01,Brake Wear,MEDIUM,1,B0020,2022,5,Resolved
972,VH114,2022-05-01,Battery Low,LOW,0,B0020,2022,5,Open
973,VH242,2022-05-02,Engine Warning,HIGH,0,P0217,2022,5,Open
974,VH024,2022-05-02,Abs Fault,LOW,1,UNKNOWN,2022,5,Resolved
975,VH307,2022-05-03,Abs Fault,HIGH,1,P0420,2022,5,Resolved
976,VH228,2022-05-03,Abs Fault,MEDIUM,0,P0217,2022,5,Open
977,VH194,2022-05-04,Oil Level Low,LOW,1,P0217,2022,5,Resolved
978,VH453,2022-05-04,Engine Warning,MEDIUM,1,P0300,2022,5,Resolved
979,VH012,2022-05-05,Oil Level Low,LOW,0,UNKNOWN,2022,5,Open
980,VH409,2022-05-05,Abs Fault,LOW,0,P0300,2022,5,Open
981,VH105,2022-05-06,Brake Wear,HIGH,1,P0300,2022,5,Resolved
982,VH408,2022-05-06,Brake Wear,MEDIUM,1,P0420,2022,5,Resolved
983,VH121,2022-05-07,Oil Level Low,HIGH,1,B0020,2022,5,Resolved
984,VH217,2022-05-07,Battery Low,LOW,0,P0420,2022,5,Open
985,VH128,2022-05-08,Overheating,HIGH,1,B0020,2022,5,Resolved
986,VH172,2022-05-08,Overheating,LOW,0,P0420,2022,5,Open
987,VH301,2022-05-09,Engine Warning,MEDIUM,0,UNKNOWN,2022,5,Open
988,VH185,2022-05-09,Brake Wear,MEDIUM,1,P0217,2022,5,Resolved
989,VH045,2022-05-10,Overheating,MEDIUM,0,P0217,2022,5,Open
990,VH122,2022-05-10,Brake Wear,MEDIUM,0,B0020,2022,5,Open
991,VH274,2022-05-11,Abs Fault,HIGH,1,B0020,2022,5,Resolved
992,VH051,2022-05-11,Brake Wear,HIGH,0,B0020,2022,5,Open
993,VH404,2022-05-12,Brake Wear,LOW,1,C0031,2022,5,Resolved
994,VH097,2022-05-12,Overheating,MEDIUM,1,P0300,2022,5,Resolved
995,VH349,2022-05-13,Overheating,MEDIUM,1,C0031,2022,5,Resolved
996,VH285,2022-05-13,Abs Fault,HIGH,1,C0031,2022,5,Resolved
997,VH342,2022-05-14,Overheating,LOW,0,UNKNOWN,2022,5,Open
998,VH076,2022-05-14,Oil Level Low,LOW,1,UNKNOWN,2022,5,Resolved
999,VH191,2022-05-15,Overheating,HIGH,1,P0217,2022,5,Resolved
1000,VH162,2022-05-15,Brake Wear,HIGH,0,B0020,2022,5,Open
1001,VH068,2022-05-16,Abs Fault,HIGH,1,P0217,2022,5,Resolved
1002,VH261,2022-05-16,Brake Wear,MEDIUM,0,B0020,2022,5,Open
1003,VH372,2022-05-17,Abs Fault,HIGH,1,UNKNOWN,2022,5,Resolved
1004,VH378,2022-05-17,Engine Warning,LOW,1,UNKNOWN,2022,5,Resolved
1005,VH330,2022-05-18,Battery Low,MEDIUM,1,C0031,2022,5,Resolved
1006,VH406,2022-05-18,Oil Level Low,LOW,1,P0300,2022,5,Resolved
1007,VH121,2022-05-19,Abs Fault,LOW,1,P0217,2022,5,Resolved
1008,VH153,2022-05-19,Engine Warning,HIGH,1,C0031,2022,5,Resolved
1009,VH190,2022-05-20,Abs Fault,MEDIUM,1,UNKNOWN,2022,5,Resolved
1010,VH385,2022-05-20,Oil Level Low,MEDIUM,1,B0020,2022,5,Resolved
1011,VH202,2022-05-21,Oil Level Low,LOW,1,P0217,2022,5,Resolved
1012,VH079,2022-05-21,Brake Wear,MEDIUM,0,UNKNOWN,2022,5,Open
1013,VH168,2022-05-22,Brake Wear,MEDIUM,0,P0300,2022,5,Open
1014,VH287,2022-05-22,Brake Wear,MEDIUM,1,P0217,2022,5,Resolved
1015,VH117,2022-05-23,Brake Wear,LOW,1,B0020,2022,5,Resolved
1016,VH209,2022-05-23,Engine Warning,HIGH,1,C0031,2022,5,Resolved
1017,VH204,2022-05-24,Battery Low,LOW,1,UNKNOWN,2022,5,Resolved
1018,VH261,2022-05-24,Battery Low,LOW,1,C0031,2022,5,Resolved
1019,VH230,2022-05-25,Abs Fault,MEDIUM,1,P0300,2022,5,Resolved
1020,VH432,2022-05-25,Engine Warning,HIGH,0,P0300,2022,5,Open
1021,VH231,2022-05-26,Battery Low,LOW,1,C0031,2022,5,Resolved
1022,VH115,2022-05-26,Abs Fault,MEDIUM,1,P0420,2022,5,Resolved
1023,VH073,2022-05-27,Overheating,MEDIUM,0,C0031,2022,5,Open
1024,VH307,2022-05-27,Overheating,LOW,0,B0020,2022,5,Open
1025,VH337,2022-05-28,Overheating,LOW,0,P0217,2022,5,Open
1026,VH157,2022-05-28,Brake Wear,LOW,1,P0420,2022,5,Resolved
1027,VH179,2022-05-29,Overheating,LOW,0,C0031,2022,5,Open
1028,VH311,2022-05-29,Abs Fault,MEDIUM,1,P0217,2022,5,Resolved
1029,VH426,2022-05-30,Oil Level Low,HIGH,1,UNKNOWN,2022,5,Resolved
1030,VH081,2022-05-30,Oil Level Low,MEDIUM,1,P0300,2022,5,Resolved
1031,VH366,2022-05-31,Abs Fault,LOW,1,UNKNOWN,2022,5,Resolved
1032,VH334,2022-05-31,Engine Warning,HIGH,1,C0031,2022,5,Resolved
1033,VH404,2022-06-01,Oil Level Low,MEDIUM,1,P0420,2022,6,Resolved
1034,VH247,2022-06-01,Abs Fault,HIGH,1,B0020,2022,6,Resolved
1035,VH111,2022-06-02,Abs Fault,LOW,1,P0217,2022,6,Resolved
1036,VH347,2022-06-02,Engine Warning,MEDIUM,1,UNKNOWN,2022,6,Resolved
1037,VH444,2022-06-03,Battery Low,MEDIUM,0,P0217,2022,6,Open
1038,VH115,2022-06-03,Oil Level Low,MEDIUM,0,C0031,2022,6,Open
1039,VH039,2022-06-04,Abs Fault,HIGH,0,B0020,2022,6,Open
1040,VH240,2022-06-04,Abs Fault,LOW,1,B0020,2022,6,Resolved
1041,VH445,2022-06-05,Oil Level Low,MEDIUM,1,P0300,2022,6,Resolved
1042,VH448,2022-06-05,Engine Warning,HIGH,1,C0031,2022,6,Resolved
